"","C245PW0","childid"
"9940",NA,"0683004C"
"9941",NA,"0683005C"
"9942",NA,"0683006C"
"9943",0,"0683007C"
"9944",NA,"0683008C"
"9945",NA,"0683010C"
"9946",488.53,"0683011C"
"9947",NA,"0683012C"
"9948",NA,"0683013C"
"9949",772.61,"0683014C"
"9950",NA,"0683017C"
"9951",0,"0683019C"
"9952",NA,"0683020C"
"9953",0,"0683021C"
"9954",NA,"0683022C"
"9955",0,"0683023C"
"9956",NA,"0683024C"
"9957",NA,"0684001C"
"9958",NA,"0684002C"
"9959",NA,"0684003C"
"9960",NA,"0684004C"
"9961",0,"0684005C"
"9962",0,"0684006C"
"9963",0,"0684007C"
"9964",179.77,"0684008C"
"9965",146.77,"0684009C"
"9966",266.11,"0684010C"
"9967",191.85,"0684011C"
"9968",NA,"0684012C"
"9969",NA,"0684013C"
"9970",0,"0684014C"
"9971",NA,"0684015C"
"9972",NA,"0684016C"
"9973",NA,"0684017C"
"9974",NA,"0684018C"
"9975",NA,"0684019C"
"9976",NA,"0684020C"
"9977",183.59,"0684021C"
"9978",NA,"0684022C"
"9979",NA,"0684023C"
"9980",NA,"0684024C"
"9981",NA,"0684025C"
"9982",142.93,"0685001C"
"9983",NA,"0685002C"
"9984",0,"0685003C"
"9985",0,"0685004C"
"9986",60.15,"0685005C"
"9987",157.79,"0685006C"
"9988",148.97,"0685007C"
"9989",NA,"0685008C"
"9990",154.53,"0685009C"
"9991",148.49,"0685010C"
"9992",157.81,"0685011C"
"9993",0,"0685012C"
"9994",NA,"0685013C"
"9995",NA,"0685014C"
"9996",NA,"0685015C"
"9997",174.13,"0685016C"
"9998",145.41,"0685017C"
"9999",NA,"0685018C"
"10000",195.93,"0685019C"
"10001",267.59,"0685020C"
"10002",0,"0685021C"
"10003",174.13,"0685022C"
"10004",181.26,"0685024C"
"10005",NA,"0686001C"
"10006",NA,"0686002C"
"10007",NA,"0686003C"
"10008",287.2,"0686004C"
"10009",NA,"0686005C"
"10010",NA,"0686006C"
"10011",NA,"0686007C"
"10012",0,"0686008C"
"10013",NA,"0686009C"
"10014",NA,"0686010C"
"10015",NA,"0686011C"
"10016",322.23,"0686012C"
"10017",0,"0686013C"
"10018",NA,"0686014C"
"10019",NA,"0686015C"
"10020",NA,"0686016C"
"10021",0,"0686017C"
"10022",0,"0686018C"
"10023",NA,"0686019C"
"10024",288.73,"0686020C"
"10025",NA,"0686021C"
"10026",NA,"0686022C"
"10027",467.48,"0686023C"
"10028",0,"0686024C"
"10029",140.84,"0687001C"
"10030",143.84,"0687002C"
"10031",0,"0687003C"
"10032",481.21,"0687004C"
"10033",149.33,"0687005C"
"10034",194.72,"0687006C"
"10035",0,"0687007C"
"10036",158.69,"0687008C"
"10037",0,"0687009C"
"10038",548.23,"0687010C"
"10039",193.81,"0687011C"
"10040",0,"0687012C"
"10041",144.03,"0687013C"
"10042",534.77,"0687014C"
"10043",132.53,"0687015C"
"10044",135.33,"0687016C"
"10045",132.53,"0687017C"
"10046",0,"0687018C"
"10047",159.83,"0687020C"
"10048",140.84,"0687021C"
"10049",515.86,"0687022C"
"10050",135.78,"0687024C"
"10051",515.86,"0687025C"
"10052",NA,"0691001C"
"10053",NA,"0691002C"
"10054",0,"0691003C"
"10055",NA,"0691004C"
"10056",432.32,"0691005C"
"10057",NA,"0691006C"
"10058",NA,"0691007C"
"10059",0,"0691009C"
"10060",NA,"0691010C"
"10061",0,"0691011C"
"10062",NA,"0691012C"
"10063",457.13,"0691013C"
"10064",NA,"0691014C"
"10065",NA,"0691015C"
"10066",NA,"0691016C"
"10067",300.52,"0691017C"
"10068",498.76,"0691018C"
"10069",NA,"0691019C"
"10070",NA,"0691020C"
"10071",282.73,"0691021C"
"10072",NA,"0691022C"
"10073",310.21,"0691024C"
"10074",0,"0695001C"
"10075",0,"0695003C"
"10076",0,"0695004C"
"10077",NA,"0695005C"
"10078",172.46,"0695006C"
"10079",176.1,"0695007C"
"10080",NA,"0695008C"
"10081",NA,"0695009C"
"10082",NA,"0695011C"
"10083",0,"0695012C"
"10084",263.97,"0695013C"
"10085",NA,"0695015C"
"10086",0,"0695016C"
"10087",0,"0695018C"
"10088",181.67,"0695019C"
"10089",210.69,"0695020C"
"10090",570.74,"0695021C"
"10091",191.64,"0695022C"
"10092",NA,"0695023C"
"10093",0,"0695024C"
"10094",280.28,"0696001C"
"10095",853.84,"0696002C"
"10096",358.22,"0696003C"
"10097",0,"0696004C"
"10098",0,"0696005C"
"10099",1006.73,"0696006C"
"10100",0,"0696007C"
"10101",NA,"0696008C"
"10102",0,"0696009C"
"10103",0,"0696010C"
"10104",915.59,"0696011C"
"10105",0,"0696012C"
"10106",260.32,"0696013C"
"10107",0,"0696014C"
"10108",0,"0696015C"
"10109",908.97,"0696016C"
"10110",0,"0696017C"
"10111",0,"0696019C"
"10112",833.39,"0696020C"
"10113",218.44,"0696022C"
"10114",0,"0696023C"
"10115",0,"0696024C"
"10116",111.19,"0697001C"
"10117",0,"0697002C"
"10118",110.83,"0697003C"
"10119",0,"0697004C"
"10120",356.14,"0697006C"
"10121",139.09,"0697007C"
"10122",387.31,"0697008C"
"10123",0,"0697009C"
"10124",0,"0697010C"
"10125",173.97,"0697011C"
"10126",0,"0697012C"
"10127",319.39,"0697015C"
"10128",163.15,"0697016C"
"10129",160.61,"0697017C"
"10130",0,"0697018C"
"10131",0,"0697019C"
"10132",387.31,"0697020C"
"10133",109.45,"0697022C"
"10134",95.54,"0697023C"
"10135",109.45,"0697024C"
"10136",NA,"0698001C"
"10137",94.07,"0698002C"
"10138",96.73,"0698003C"
"10139",NA,"0698004C"
"10140",NA,"0698005C"
"10141",0,"0698006C"
"10142",0,"0698007C"
"10143",255.63,"0698008C"
"10144",426.04,"0698010C"
"10145",273.55,"0698011C"
"10146",0,"0698012C"
"10147",NA,"0698013C"
"10148",311.02,"0698014C"
"10149",NA,"0698015C"
"10150",NA,"0698016C"
"10151",226.12,"0698017C"
"10152",274.46,"0698018C"
"10153",388.2,"0698019C"
"10154",225.59,"0698020C"
"10155",406.25,"0698021C"
"10156",NA,"0698022C"
"10157",NA,"0698023C"
"10158",230.92,"0698024C"
"10159",NA,"0699001C"
"10160",NA,"0699002C"
"10161",NA,"0699003C"
"10162",NA,"0699004C"
"10163",214.66,"0699007C"
"10164",NA,"0699008C"
"10165",NA,"0699009C"
"10166",NA,"0699010C"
"10167",NA,"0699013C"
"10168",NA,"0699014C"
"10169",NA,"0699015C"
"10170",NA,"0699016C"
"10171",NA,"0699017C"
"10172",NA,"0699018C"
"10173",NA,"0699019C"
"10174",NA,"0699021C"
"10175",NA,"0699023C"
"10176",0,"0700001C"
"10177",376.08,"0700002C"
"10178",0,"0700003C"
"10179",308.19,"0700004C"
"10180",0,"0700005C"
"10181",0,"0700006C"
"10182",308.11,"0700007C"
"10183",0,"0700008C"
"10184",542.61,"0700009C"
"10185",0,"0700010C"
"10186",0,"0700011C"
"10187",282.23,"0700012C"
"10188",322.18,"0700013C"
"10189",311.24,"0700014C"
"10190",673.66,"0700015C"
"10191",0,"0700016C"
"10192",282.27,"0700017C"
"10193",0,"0700018C"
"10194",381.2,"0700019C"
"10195",309.9,"0700020C"
"10196",317.93,"0700021C"
"10197",0,"0700022C"
"10198",311.32,"0700023C"
"10199",0,"0700024C"
"10200",0,"0700025C"
"10201",330.19,"0704001C"
"10202",0,"0704002C"
"10203",0,"0704004C"
"10204",343.04,"0704005C"
"10205",434.51,"0704006C"
"10206",336.65,"0704007C"
"10207",0,"0704008C"
"10208",0,"0704009C"
"10209",321.04,"0704010C"
"10210",0,"0704012C"
"10211",0,"0704013C"
"10212",511.24,"0704014C"
"10213",0,"0704015C"
"10214",0,"0704016C"
"10215",473.09,"0704017C"
"10216",287.77,"0704018C"
"10217",0,"0704019C"
"10218",327.5,"0704020C"
"10219",0,"0704021C"
"10220",1132.02,"0704022C"
"10221",487.3,"0704023C"
"10222",336.65,"0704024C"
"10223",NA,"0704040C"
"10224",NA,"0704041C"
"10225",NA,"0704043C"
"10226",0,"0705001C"
"10227",302.96,"0705002C"
"10228",NA,"0705003C"
"10229",0,"0705004C"
"10230",0,"0705005C"
"10231",0,"0705006C"
"10232",296.66,"0705007C"
"10233",441.69,"0705008C"
"10234",280.77,"0705009C"
"10235",430.03,"0705010C"
"10236",402.46,"0705011C"
"10237",0,"0705012C"
"10238",NA,"0705013C"
"10239",0,"0705014C"
"10240",NA,"0705015C"
"10241",0,"0705016C"
"10242",NA,"0705017C"
"10243",273.41,"0705018C"
"10244",287.67,"0705019C"
"10245",473.35,"0705021C"
"10246",0,"0705022C"
"10247",NA,"0705023C"
"10248",NA,"0705024C"
"10249",223.57,"0706002C"
"10250",0,"0706003C"
"10251",NA,"0706004C"
"10252",NA,"0706005C"
"10253",225.98,"0706006C"
"10254",234.61,"0706007C"
"10255",NA,"0706008C"
"10256",356.49,"0706009C"
"10257",0,"0706010C"
"10258",NA,"0706011C"
"10259",0,"0706012C"
"10260",209.43,"0706013C"
"10261",289.15,"0706014C"
"10262",208.25,"0706016C"
"10263",337.54,"0706017C"
"10264",298.2,"0706018C"
"10265",226.71,"0706019C"
"10266",NA,"0706020C"
"10267",0,"0706021C"
"10268",295.97,"0706022C"
"10269",0,"0706023C"
"10270",213.88,"0706025C"
"10271",0,"0707001C"
"10272",NA,"0707002C"
"10273",273.98,"0707003C"
"10274",NA,"0707004C"
"10275",NA,"0707005C"
"10276",NA,"0707006C"
"10277",262.99,"0707007C"
"10278",0,"0707008C"
"10279",360.69,"0707010C"
"10280",NA,"0707011C"
"10281",0,"0707012C"
"10282",266.21,"0707013C"
"10283",271.86,"0707014C"
"10284",257.52,"0707015C"
"10285",NA,"0707016C"
"10286",257.52,"0707017C"
"10287",0,"0707018C"
"10288",NA,"0707019C"
"10289",239.67,"0707020C"
"10290",NA,"0707021C"
"10291",0,"0707022C"
"10292",0,"0707023C"
"10293",0,"0707024C"
"10294",0,"0708001C"
"10295",209.71,"0708002C"
"10296",283.51,"0708003C"
"10297",313.81,"0708004C"
"10298",0,"0708005C"
"10299",322.3,"0708006C"
"10300",336.9,"0708007C"
"10301",0,"0708008C"
"10302",NA,"0708009C"
"10303",322.3,"0708010C"
"10304",0,"0708011C"
"10305",214.16,"0708012C"
"10306",NA,"0708013C"
"10307",0,"0708014C"
"10308",214.86,"0708015C"
"10309",187.35,"0708017C"
"10310",322.3,"0708018C"
"10311",283.51,"0708019C"
"10312",0,"0708020C"
"10313",305.92,"0708021C"
"10314",296.36,"0708023C"
"10315",289.53,"0708024C"
"10316",NA,"0710001C"
"10317",NA,"0710002C"
"10318",0,"0710003C"
"10319",322.93,"0710004C"
"10320",343.89,"0710005C"
"10321",NA,"0710006C"
"10322",241.44,"0710007C"
"10323",236.42,"0710008C"
"10324",247.99,"0710009C"
"10325",NA,"0710010C"
"10326",NA,"0710011C"
"10327",NA,"0710012C"
"10328",NA,"0710013C"
"10329",NA,"0710014C"
"10330",242.23,"0710015C"
"10331",NA,"0710016C"
"10332",NA,"0710017C"
"10333",NA,"0710018C"
"10334",NA,"0710019C"
"10335",NA,"0710020C"
"10336",0,"0710021C"
"10337",0,"0710022C"
"10338",NA,"0710023C"
"10339",375.77,"0710024C"
"10340",NA,"0710025C"
"10341",NA,"0711002C"
"10342",NA,"0711003C"
"10343",NA,"0711004C"
"10344",NA,"0711005C"
"10345",96.93,"0711006C"
"10346",NA,"0711007C"
"10347",NA,"0711008C"
"10348",NA,"0711009C"
"10349",NA,"0711010C"
"10350",140.15,"0711011C"
"10351",0,"0711012C"
"10352",NA,"0711013C"
"10353",NA,"0711014C"
"10354",0,"0711015C"
"10355",NA,"0711016C"
"10356",95.71,"0712001C"
"10357",0,"0712002C"
"10358",0,"0712003C"
"10359",316.66,"0712004C"
"10360",0,"0712005C"
"10361",0,"0712006C"
"10362",202.72,"0712007C"
"10363",270.38,"0712008C"
"10364",0,"0712009C"
"10365",209.74,"0712010C"
"10366",666.14,"0712011C"
"10367",221.61,"0712012C"
"10368",195.75,"0712013C"
"10369",309.08,"0712014C"
"10370",0,"0712015C"
"10371",197.14,"0712016C"
"10372",0,"0712017C"
"10373",NA,"0712018C"
"10374",208.63,"0712019C"
"10375",650.18,"0712020C"
"10376",201.33,"0712021C"
"10377",0,"0712022C"
"10378",627.99,"0712023C"
"10379",209.74,"0712024C"
"10380",204.29,"0712025C"
"10381",NA,"0712040C"
"10382",NA,"0712041C"
"10383",NA,"0712042C"
"10384",NA,"0712043C"
"10385",161.43,"0713001C"
"10386",471.67,"0713002C"
"10387",176.85,"0713003C"
"10388",174.65,"0713004C"
"10389",0,"0713005C"
"10390",183.03,"0713007C"
"10391",166.8,"0713008C"
"10392",194.73,"0713009C"
"10393",NA,"0713010C"
"10394",170.35,"0713011C"
"10395",183.03,"0713012C"
"10396",251.03,"0713013C"
"10397",176.85,"0713014C"
"10398",0,"0713015C"
"10399",170.35,"0713016C"
"10400",NA,"0713017C"
"10401",0,"0713018C"
"10402",251.03,"0713019C"
"10403",0,"0713020C"
"10404",0,"0713021C"
"10405",NA,"0713022C"
"10406",0,"0713023C"
"10407",190.68,"0713024C"
"10408",109.11,"0714001C"
"10409",0,"0714002C"
"10410",0,"0714003C"
"10411",0,"0714004C"
"10412",0,"0714005C"
"10413",0,"0714006C"
"10414",0,"0714008C"
"10415",0,"0714009C"
"10416",0,"0714010C"
"10417",NA,"0714012C"
"10418",NA,"0714013C"
"10419",194.31,"0714014C"
"10420",NA,"0714015C"
"10421",187.96,"0714016C"
"10422",NA,"0714017C"
"10423",157.93,"0714018C"
"10424",NA,"0714019C"
"10425",0,"0714020C"
"10426",178.85,"0714021C"
"10427",NA,"0714022C"
"10428",254.11,"0714023C"
"10429",NA,"0714024C"
"10430",107.21,"0717001C"
"10431",122.5,"0717002C"
"10432",276.43,"0717003C"
"10433",NA,"0717004C"
"10434",0,"0717005C"
"10435",346.46,"0717006C"
"10436",934.26,"0717007C"
"10437",435.22,"0717008C"
"10438",260.11,"0717009C"
"10439",272.12,"0717010C"
"10440",0,"0717011C"
"10441",0,"0717012C"
"10442",265.63,"0717013C"
"10443",293.08,"0717014C"
"10444",265.63,"0717015C"
"10445",350.48,"0717016C"
"10446",260.11,"0717017C"
"10447",419.72,"0717018C"
"10448",975.2,"0717019C"
"10449",0,"0717020C"
"10450",350.48,"0717021C"
"10451",0,"0717022C"
"10452",260.11,"0717023C"
"10453",265.63,"0717024C"
"10454",83.18,"0718001C"
"10455",0,"0718002C"
"10456",0,"0718003C"
"10457",NA,"0718004C"
"10458",238.02,"0718005C"
"10459",236.07,"0718007C"
"10460",375.65,"0718008C"
"10461",0,"0718009C"
"10462",239.07,"0718010C"
"10463",266.02,"0718011C"
"10464",222.13,"0718012C"
"10465",222.13,"0718014C"
"10466",226.83,"0718015C"
"10467",832.83,"0718016C"
"10468",815.51,"0718017C"
"10469",376.86,"0718018C"
"10470",0,"0718019C"
"10471",0,"0718020C"
"10472",NA,"0718021C"
"10473",250.11,"0718022C"
"10474",241.08,"0718023C"
"10475",769.51,"0718024C"
"10476",NA,"0718040C"
"10477",NA,"0718041C"
"10478",NA,"0718042C"
"10479",NA,"0718043C"
"10480",58.43,"0723001C"
"10481",46.59,"0723002C"
"10482",NA,"0723003C"
"10483",79.24,"0723004C"
"10484",64.12,"0723005C"
"10485",NA,"0723006C"
"10486",NA,"0723007C"
"10487",0,"0723008C"
"10488",NA,"0723009C"
"10489",NA,"0723010C"
"10490",NA,"0723011C"
"10491",NA,"0723013C"
"10492",70.75,"0723014C"
"10493",60.34,"0723016C"
"10494",60.34,"0723017C"
"10495",NA,"0723018C"
"10496",NA,"0723019C"
"10497",65.7,"0723020C"
"10498",NA,"0723021C"
"10499",NA,"0723022C"
"10500",NA,"0723023C"
"10501",NA,"0723024C"
"10502",271.49,"0728001C"
"10503",266.43,"0728002C"
"10504",229.66,"0728003C"
"10505",211.61,"0728004C"
"10506",0,"0728005C"
"10507",211.61,"0728006C"
"10508",229.66,"0728007C"
"10509",NA,"0728008C"
"10510",0,"0728009C"
"10511",253.42,"0728010C"
"10512",224.89,"0728011C"
"10513",NA,"0728012C"
"10514",254.24,"0728013C"
"10515",0,"0728014C"
"10516",NA,"0728015C"
"10517",254.24,"0728016C"
"10518",260.89,"0728017C"
"10519",267.3,"0728018C"
"10520",NA,"0728019C"
"10521",NA,"0728020C"
"10522",NA,"0728021C"
"10523",260.89,"0728022C"
"10524",0,"0728023C"
"10525",292.62,"0728024C"
"10526",118.27,"0729001C"
"10527",1018.86,"0729002C"
"10528",337.26,"0729003C"
"10529",0,"0729004C"
"10530",0,"0729005C"
"10531",221.61,"0729006C"
"10532",234.96,"0729007C"
"10533",791.95,"0729008C"
"10534",249.71,"0729009C"
"10535",404.33,"0729010C"
"10536",0,"0729011C"
"10537",221.61,"0729012C"
"10538",242.15,"0729013C"
"10539",914.01,"0729014C"
"10540",227.05,"0729015C"
"10541",NA,"0729016C"
"10542",0,"0729017C"
"10543",221.61,"0729018C"
"10544",0,"0729019C"
"10545",0,"0729020C"
"10546",221.61,"0729021C"
"10547",0,"0729022C"
"10548",851.68,"0729023C"
"10549",215.31,"0729024C"
"10550",NA,"0729040C"
"10551",0,"0731001C"
"10552",1255.84,"0731002C"
"10553",448.88,"0731003C"
"10554",437.19,"0731004C"
"10555",493,"0731005C"
"10556",314.72,"0731006C"
"10557",1139.09,"0731007C"
"10558",0,"0731008C"
"10559",358.27,"0731009C"
"10560",470.71,"0731010C"
"10561",438.6,"0731011C"
"10562",0,"0731012C"
"10563",NA,"0731013C"
"10564",0,"0731014C"
"10565",1286.85,"0731015C"
"10566",1178.64,"0731016C"
"10567",0,"0731017C"
"10568",386.94,"0731018C"
"10569",0,"0731019C"
"10570",1227,"0731020C"
"10571",0,"0731021C"
"10572",0,"0731022C"
"10573",0,"0731023C"
"10574",0,"0731024C"
"10575",NA,"0731040C"
"10576",452.42,"0732001C"
"10577",999.21,"0732003C"
"10578",426.71,"0732004C"
"10579",0,"0732007C"
"10580",0,"0732009C"
"10581",468.65,"0732010C"
"10582",0,"0732011C"
"10583",0,"0732012C"
"10584",357.95,"0732013C"
"10585",1150.06,"0732014C"
"10586",0,"0732015C"
"10587",435.77,"0732016C"
"10588",0,"0732018C"
"10589",405.86,"0732019C"
"10590",376.85,"0732020C"
"10591",336.62,"0732021C"
"10592",846.76,"0732022C"
"10593",405.86,"0732023C"
"10594",426.71,"0732024C"
"10595",NA,"0732040C"
"10596",NA,"0732041C"
"10597",NA,"0732042C"
"10598",NA,"0732043C"
"10599",NA,"0732044C"
"10600",NA,"0732048C"
"10601",NA,"0732051C"
"10602",385.89,"0733001C"
"10603",355.56,"0733002C"
"10604",NA,"0733003C"
"10605",375.54,"0733004C"
"10606",0,"0733005C"
"10607",377.87,"0733006C"
"10608",438.36,"0733007C"
"10609",NA,"0733008C"
"10610",386.62,"0733009C"
"10611",510.46,"0733010C"
"10612",NA,"0733011C"
"10613",377.87,"0733012C"
"10614",0,"0733013C"
"10615",0,"0733014C"
"10616",0,"0733016C"
"10617",333.26,"0733017C"
"10618",0,"0733018C"
"10619",NA,"0733019C"
"10620",NA,"0733021C"
"10621",220.94,"0734001C"
"10622",705.06,"0734003C"
"10623",287.66,"0734004C"
"10624",780.9,"0734005C"
"10625",0,"0734006C"
"10626",0,"0734007C"
"10627",266.23,"0734008C"
"10628",339.21,"0734009C"
"10629",245.3,"0734010C"
"10630",0,"0734011C"
"10631",287.66,"0734013C"
"10632",302.43,"0734015C"
"10633",267.1,"0734016C"
"10634",266.23,"0734017C"
"10635",245.3,"0734018C"
"10636",0,"0734019C"
"10637",576.71,"0734020C"
"10638",245.3,"0734021C"
"10639",304.99,"0734022C"
"10640",269.62,"0734023C"
"10641",245.3,"0734024C"
"10642",NA,"0734040C"
"10643",NA,"0735001C"
"10644",NA,"0735002C"
"10645",NA,"0735003C"
"10646",NA,"0735004C"
"10647",215.45,"0735005C"
"10648",NA,"0735006C"
"10649",NA,"0735007C"
"10650",0,"0735008C"
"10651",236.22,"0735009C"
"10652",NA,"0735010C"
"10653",NA,"0735011C"
"10654",NA,"0735012C"
"10655",0,"0735013C"
"10656",NA,"0735014C"
"10657",NA,"0735015C"
"10658",NA,"0735016C"
"10659",NA,"0735017C"
"10660",NA,"0735018C"
"10661",228.43,"0735019C"
"10662",NA,"0735020C"
"10663",NA,"0735021C"
"10664",NA,"0735022C"
"10665",NA,"0735023C"
"10666",340.86,"0736001C"
"10667",0,"0736002C"
"10668",0,"0736003C"
"10669",361.4,"0736004C"
"10670",0,"0736006C"
"10671",348.1,"0736007C"
"10672",320.74,"0736008C"
"10673",NA,"0736009C"
"10674",NA,"0736010C"
"10675",NA,"0736011C"
"10676",282.88,"0736012C"
"10677",383.03,"0736013C"
"10678",NA,"0736014C"
"10679",NA,"0736015C"
"10680",348.1,"0736016C"
"10681",139.92,"0737001C"
"10682",133.75,"0737002C"
"10683",402.4,"0737003C"
"10684",99.26,"0737004C"
"10685",105.49,"0737005C"
"10686",99.26,"0737006C"
"10687",0,"0737007C"
"10688",105.83,"0737008C"
"10689",412.28,"0737009C"
"10690",319.62,"0737010C"
"10691",332.61,"0737011C"
"10692",103.29,"0737012C"
"10693",103.29,"0737013C"
"10694",NA,"0737014C"
"10695",99.26,"0737015C"
"10696",99.26,"0737016C"
"10697",367.01,"0737017C"
"10698",103.29,"0737018C"
"10699",438.14,"0737019C"
"10700",133.75,"0737020C"
"10701",436.73,"0737021C"
"10702",99.58,"0737022C"
"10703",105.49,"0737023C"
"10704",109.52,"0737024C"
"10705",2353.28,"0739002C"
"10706",1110.02,"0739003C"
"10707",644.47,"0739004C"
"10708",0,"0739005C"
"10709",2951.9,"0739006C"
"10710",713.43,"0739008C"
"10711",0,"0739009C"
"10712",629.59,"0739010C"
"10713",2619.18,"0739011C"
"10714",2856.83,"0739013C"
"10715",2599.23,"0739014C"
"10716",747.65,"0739015C"
"10717",644.47,"0739016C"
"10718",593.81,"0739017C"
"10719",2316.82,"0739018C"
"10720",2411.82,"0739019C"
"10721",696.34,"0739020C"
"10722",631.07,"0739021C"
"10723",0,"0739022C"
"10724",961.3,"0739023C"
"10725",1105.46,"0739024C"
"10726",2951.9,"0739025C"
"10727",2856.83,"0739026C"
"10728",593.81,"0739027C"
"10729",0,"0740001C"
"10730",NA,"0740002C"
"10731",234.53,"0740003C"
"10732",238.74,"0740004C"
"10733",278.19,"0740005C"
"10734",227.08,"0740006C"
"10735",239.51,"0740007C"
"10736",262.2,"0740008C"
"10737",305.97,"0740009C"
"10738",205.79,"0740010C"
"10739",227.08,"0740011C"
"10740",239.51,"0740012C"
"10741",0,"0740013C"
"10742",0,"0740014C"
"10743",NA,"0740015C"
"10744",NA,"0740016C"
"10745",238.74,"0740017C"
"10746",262.2,"0740018C"
"10747",0,"0740019C"
"10748",NA,"0740020C"
"10749",222.35,"0740021C"
"10750",NA,"0740022C"
"10751",NA,"0740023C"
"10752",0,"0740024C"
"10753",NA,"0743001C"
"10754",NA,"0743002C"
"10755",380.24,"0743003C"
"10756",NA,"0743004C"
"10757",436.62,"0743005C"
"10758",0,"0743006C"
"10759",643.03,"0743007C"
"10760",404.1,"0743008C"
"10761",NA,"0743009C"
"10762",385.69,"0743010C"
"10763",600.82,"0743011C"
"10764",470.32,"0743012C"
"10765",516.54,"0743013C"
"10766",683.44,"0743014C"
"10767",NA,"0743015C"
"10768",NA,"0743016C"
"10769",404.1,"0743018C"
"10770",0,"0743019C"
"10771",0,"0743020C"
"10772",372.33,"0743021C"
"10773",395.7,"0743022C"
"10774",380.24,"0743023C"
"10775",380.24,"0743024C"
"10776",NA,"0744001C"
"10777",NA,"0744002C"
"10778",NA,"0745001C"
"10779",394.33,"0745002C"
"10780",462.41,"0745003C"
"10781",476.05,"0745005C"
"10782",557.37,"0745007C"
"10783",394.33,"0745008C"
"10784",NA,"0745009C"
"10785",522.84,"0745010C"
"10786",662.73,"0745011C"
"10787",NA,"0745012C"
"10788",641.45,"0745014C"
"10789",NA,"0745015C"
"10790",0,"0745016C"
"10791",476.05,"0745017C"
"10792",476.05,"0745018C"
"10793",522.84,"0745019C"
"10794",463.91,"0745020C"
"10795",554.34,"0745021C"
"10796",486.16,"0745022C"
"10797",533.94,"0745023C"
"10798",NA,"0745024C"
"10799",0,"0746001C"
"10800",304.33,"0746002C"
"10801",293.13,"0746003C"
"10802",308.19,"0746004C"
"10803",249.97,"0746005C"
"10804",0,"0746006C"
"10805",308.19,"0746007C"
"10806",301.78,"0746008C"
"10807",975.3,"0746009C"
"10808",275.81,"0746010C"
"10809",339.58,"0746011C"
"10810",300.3,"0746012C"
"10811",0,"0746013C"
"10812",912.78,"0746014C"
"10813",1053.79,"0746015C"
"10814",296.75,"0746016C"
"10815",319.96,"0746017C"
"10816",934.36,"0746018C"
"10817",229.79,"0746019C"
"10818",275.81,"0746020C"
"10819",1107.92,"0746021C"
"10820",244.78,"0746022C"
"10821",260.13,"0746023C"
"10822",304.33,"0746024C"
"10823",476.56,"0748001C"
"10824",517.1,"0748002C"
"10825",219.86,"0748003C"
"10826",207.16,"0748004C"
"10827",130.34,"0748005C"
"10828",0,"0748006C"
"10829",163.53,"0748007C"
"10830",182.1,"0748008C"
"10831",226.24,"0748009C"
"10832",0,"0748010C"
"10833",140.85,"0748011C"
"10834",120.5,"0748012C"
"10835",141.45,"0748013C"
"10836",227.52,"0748014C"
"10837",162.64,"0748015C"
"10838",440.96,"0748016C"
"10839",203.12,"0748017C"
"10840",0,"0748018C"
"10841",0,"0748019C"
"10842",458.88,"0748020C"
"10843",168.42,"0748022C"
"10844",0,"0748023C"
"10845",214.59,"0748024C"
"10846",0,"0749001C"
"10847",NA,"0749002C"
"10848",NA,"0749003C"
"10849",NA,"0749004C"
"10850",NA,"0749005C"
"10851",NA,"0749006C"
"10852",198.31,"0749007C"
"10853",NA,"0749008C"
"10854",0,"0749009C"
"10855",NA,"0749010C"
"10856",NA,"0749011C"
"10857",509.21,"0749012C"
"10858",202.52,"0749013C"
"10859",NA,"0749014C"
"10860",267.26,"0749015C"
"10861",249.69,"0749016C"
"10862",387.74,"0749017C"
"10863",NA,"0749018C"
"10864",NA,"0749019C"
"10865",NA,"0749020C"
"10866",337.53,"0749022C"
"10867",361.82,"0749023C"
"10868",361.82,"0749024C"
"10869",222.46,"0750001C"
"10870",189.71,"0750002C"
"10871",201.61,"0750003C"
"10872",189.71,"0750004C"
"10873",740.16,"0750005C"
"10874",261.05,"0750006C"
"10875",222.46,"0750007C"
"10876",392.45,"0750008C"
"10877",784.76,"0750009C"
"10878",322.89,"0750010C"
"10879",NA,"0750011C"
"10880",963.08,"0750012C"
"10881",0,"0750013C"
"10882",740.16,"0750014C"
"10883",0,"0750015C"
"10884",196.51,"0750016C"
"10885",238.86,"0750018C"
"10886",828.37,"0750019C"
"10887",799.04,"0750020C"
"10888",231.98,"0750021C"
"10889",205.87,"0750022C"
"10890",925.64,"0750023C"
"10891",366.11,"0750024C"
"10892",0,"0751001C"
"10893",214.56,"0751002C"
"10894",0,"0751003C"
"10895",369.23,"0751004C"
"10896",984.25,"0751005C"
"10897",427.55,"0751006C"
"10898",302.13,"0751007C"
